,Community,month,year,Sanitation_request
1320,15.0,2,2012,20
1321,15.0,2,2013,21
1322,15.0,2,2014,49
1323,15.0,2,2015,85
1324,15.0,2,2016,13
1325,15.0,2,2017,30
1326,15.0,2,2018,35
1327,15.0,3,2011,29
1328,15.0,3,2012,27
1329,15.0,3,2013,16
1330,15.0,3,2014,49
1331,15.0,3,2015,41
1332,15.0,3,2016,20
1333,15.0,3,2017,23
1334,15.0,3,2018,25
1335,15.0,4,2011,27
1336,15.0,4,2012,28
1337,15.0,4,2013,35
1338,15.0,4,2014,36
1339,15.0,4,2015,26
1340,15.0,4,2016,29
1341,15.0,4,2017,33
1342,15.0,4,2018,25
1343,15.0,5,2011,33
1344,15.0,5,2012,31
1345,15.0,5,2013,41
1346,15.0,5,2014,45
1347,15.0,5,2015,34
1348,15.0,5,2016,48
1349,15.0,5,2017,39
1350,15.0,5,2018,48
1351,15.0,6,2011,41
1352,15.0,6,2012,36
1353,15.0,6,2013,31
1354,15.0,6,2014,33
1355,15.0,6,2015,31
1356,15.0,6,2016,47
1357,15.0,6,2017,37
1358,15.0,6,2018,57
1359,15.0,7,2011,53
1360,15.0,7,2012,46
1361,15.0,7,2013,34
1362,15.0,7,2014,32
1363,15.0,7,2015,32
1364,15.0,7,2016,23
1365,15.0,7,2017,51
1366,15.0,7,2018,52
1367,15.0,8,2011,41
1368,15.0,8,2012,28
1369,15.0,8,2013,41
1370,15.0,8,2014,44
1371,15.0,8,2015,32
1372,15.0,8,2016,44
1373,15.0,8,2017,54
1374,15.0,8,2018,26
1375,15.0,9,2011,29
1376,15.0,9,2012,30
1377,15.0,9,2013,27
1378,15.0,9,2014,43
1379,15.0,9,2015,40
1380,15.0,9,2016,37
1381,15.0,9,2017,21
1382,15.0,9,2018,26
1383,15.0,10,2011,19
1384,15.0,10,2012,26
1385,15.0,10,2013,33
1386,15.0,10,2014,17
1387,15.0,10,2015,30
1388,15.0,10,2016,47
1389,15.0,10,2017,20
1390,15.0,10,2018,10
1391,15.0,11,2011,16
1392,15.0,11,2012,16
1393,15.0,11,2013,14
1394,15.0,11,2014,21
1395,15.0,11,2015,20
1396,15.0,11,2016,34
1397,15.0,11,2017,20
1398,15.0,12,2010,5
1399,15.0,12,2011,9
1400,15.0,12,2012,18
1401,15.0,12,2013,19
1402,15.0,12,2014,17
1403,15.0,12,2015,20
1404,15.0,12,2016,24
1405,15.0,12,2017,11
1406,16.0,1,2011,16
1407,16.0,1,2012,15
1408,16.0,1,2013,20
1409,16.0,1,2014,21
1410,16.0,1,2015,53
1411,16.0,1,2016,22
1412,16.0,1,2017,52
1413,16.0,1,2018,36
1414,16.0,2,2011,28
1415,16.0,2,2012,14
1416,16.0,2,2013,15
1417,16.0,2,2014,31
1418,16.0,2,2015,74
1419,16.0,2,2016,25
1420,16.0,2,2017,66
1421,16.0,2,2018,18
1422,16.0,3,2011,16
1423,16.0,3,2012,21
1424,16.0,3,2013,33
1425,16.0,3,2014,44
1426,16.0,3,2015,73
1427,16.0,3,2016,44
1428,16.0,3,2017,51
1429,16.0,3,2018,32
1430,16.0,4,2011,33
1431,16.0,4,2012,28
1432,16.0,4,2013,59
1433,16.0,4,2014,37
1434,16.0,4,2015,33
1435,16.0,4,2016,30
1436,16.0,4,2017,35
1437,16.0,4,2018,27
1438,16.0,5,2011,23
1439,16.0,5,2012,38
1440,16.0,5,2013,45
1441,16.0,5,2014,43
1442,16.0,5,2015,28
1443,16.0,5,2016,45
1444,16.0,5,2017,26
1445,16.0,5,2018,36
1446,16.0,6,2011,27
1447,16.0,6,2012,35
1448,16.0,6,2013,53
1449,16.0,6,2014,41
1450,16.0,6,2015,33
1451,16.0,6,2016,51
1452,16.0,6,2017,33
1453,16.0,6,2018,39
1454,16.0,7,2011,27
1455,16.0,7,2012,33
1456,16.0,7,2013,43
1457,16.0,7,2014,54
1458,16.0,7,2015,52
1459,16.0,7,2016,31
1460,16.0,7,2017,44
1461,16.0,7,2018,31
1462,16.0,8,2011,30
1463,16.0,8,2012,48
1464,16.0,8,2013,33
1465,16.0,8,2014,58
1466,16.0,8,2015,46
1467,16.0,8,2016,50
1468,16.0,8,2017,57
1469,16.0,8,2018,28
1470,16.0,9,2011,36
1471,16.0,9,2012,29
1472,16.0,9,2013,31
1473,16.0,9,2014,46
1474,16.0,9,2015,43
1475,16.0,9,2016,52
1476,16.0,9,2017,37
1477,16.0,9,2018,24
1478,16.0,10,2011,16
1479,16.0,10,2012,27
1480,16.0,10,2013,29
1481,16.0,10,2014,79
1482,16.0,10,2015,29
1483,16.0,10,2016,57
1484,16.0,10,2017,36
1485,16.0,10,2018,19
1486,16.0,11,2011,15
1487,16.0,11,2012,19
1488,16.0,11,2013,12
1489,16.0,11,2014,35
1490,16.0,11,2015,30
1491,16.0,11,2016,30
1492,16.0,11,2017,25
1493,16.0,12,2010,1
1494,16.0,12,2011,10
1495,16.0,12,2012,17
1496,16.0,12,2013,15
1497,16.0,12,2014,59
1498,16.0,12,2015,21
1499,16.0,12,2016,40
1500,16.0,12,2017,25
1501,17.0,1,2011,12
1502,17.0,1,2012,5
1503,17.0,1,2013,19
1504,17.0,1,2014,10
1505,17.0,1,2015,11
1506,17.0,1,2016,6
1507,17.0,1,2017,8
1508,17.0,1,2018,5
1509,17.0,2,2011,17
1510,17.0,2,2012,5
1511,17.0,2,2013,12
1512,17.0,2,2014,9
1513,17.0,2,2015,22
1514,17.0,2,2016,7
1515,17.0,2,2017,6
1516,17.0,2,2018,10
1517,17.0,3,2011,24
1518,17.0,3,2012,16
1519,17.0,3,2013,22
1520,17.0,3,2014,20
1521,17.0,3,2015,16
1522,17.0,3,2016,10
1523,17.0,3,2017,6
1524,17.0,3,2018,5
1525,17.0,4,2011,21
1526,17.0,4,2012,10
1527,17.0,4,2013,41
1528,17.0,4,2014,15
1529,17.0,4,2015,8
1530,17.0,4,2016,21
1531,17.0,4,2017,10
1532,17.0,4,2018,11
1533,17.0,5,2011,27
1534,17.0,5,2012,31
1535,17.0,5,2013,45
1536,17.0,5,2014,8
1537,17.0,5,2015,24
1538,17.0,5,2016,13
1539,17.0,5,2017,16
1540,17.0,5,2018,21
1541,17.0,6,2011,20
1542,17.0,6,2012,30
1543,17.0,6,2013,32
1544,17.0,6,2014,18
1545,17.0,6,2015,22
1546,17.0,6,2016,21
1547,17.0,6,2017,14
1548,17.0,6,2018,11
1549,17.0,7,2011,27
1550,17.0,7,2012,39
1551,17.0,7,2013,25
1552,17.0,7,2014,16
1553,17.0,7,2015,24
1554,17.0,7,2016,22
1555,17.0,7,2017,31
1556,17.0,7,2018,26
1557,17.0,8,2011,21
1558,17.0,8,2012,36
1559,17.0,8,2013,26
1560,17.0,8,2014,27
1561,17.0,8,2015,14
1562,17.0,8,2016,22
1563,17.0,8,2017,16
1564,17.0,8,2018,21
1565,17.0,9,2011,21
1566,17.0,9,2012,21
1567,17.0,9,2013,13
1568,17.0,9,2014,10
1569,17.0,9,2015,10
1570,17.0,9,2016,11
1571,17.0,9,2017,18
1572,17.0,9,2018,12
1573,17.0,10,2011,23
1574,17.0,10,2012,14
1575,17.0,10,2013,15
1576,17.0,10,2014,8
1577,17.0,10,2015,9
1578,17.0,10,2016,8
1579,17.0,10,2017,10
1580,17.0,10,2018,6
1581,17.0,11,2011,12
1582,17.0,11,2012,13
1583,17.0,11,2013,7
1584,17.0,11,2014,12
1585,17.0,11,2015,5
1586,17.0,11,2016,10
1587,17.0,11,2017,12
1588,17.0,12,2010,1
1589,17.0,12,2011,7
1590,17.0,12,2012,14
1591,17.0,12,2013,12
1592,17.0,12,2014,8
1593,17.0,12,2015,9
1594,17.0,12,2016,6
1595,17.0,12,2017,13
1596,18.0,1,2011,5
1597,18.0,1,2012,5
1598,18.0,1,2013,3
1599,18.0,1,2014,7
1600,18.0,1,2015,6
1601,18.0,1,2016,2
1602,18.0,1,2018,5
1603,18.0,2,2011,9
1604,18.0,2,2012,6
1605,18.0,2,2013,2
1606,18.0,2,2014,2
1607,18.0,2,2015,6
1608,18.0,2,2016,3
1609,18.0,2,2017,7
1610,18.0,2,2018,15
1611,18.0,3,2011,7
1612,18.0,3,2012,6
1613,18.0,3,2013,4
1614,18.0,3,2014,7
1615,18.0,3,2015,6
1616,18.0,3,2016,4
1617,18.0,3,2017,4
1618,18.0,3,2018,4
1619,18.0,4,2011,9
1620,18.0,4,2012,7
1621,18.0,4,2013,4
1622,18.0,4,2014,4
1623,18.0,4,2015,2
1624,18.0,4,2016,9
1625,18.0,4,2017,3
1626,18.0,4,2018,4
1627,18.0,5,2011,3
1628,18.0,5,2012,7
1629,18.0,5,2013,9
1630,18.0,5,2014,5
1631,18.0,5,2015,7
1632,18.0,5,2016,2
1633,18.0,5,2017,9
1634,18.0,5,2018,8
1635,18.0,6,2011,6
1636,18.0,6,2012,13
1637,18.0,6,2013,11
1638,18.0,6,2014,6
1639,18.0,6,2015,11
1640,18.0,6,2016,2
1641,18.0,6,2017,7
1642,18.0,6,2018,7
1643,18.0,7,2011,6
1644,18.0,7,2012,5
1645,18.0,7,2013,12
1646,18.0,7,2014,5
1647,18.0,7,2015,5
1648,18.0,7,2017,7
1649,18.0,7,2018,5
1650,18.0,8,2011,5
1651,18.0,8,2012,6
1652,18.0,8,2013,14
1653,18.0,8,2014,4
1654,18.0,8,2015,3
1655,18.0,8,2016,2
1656,18.0,8,2017,9
1657,18.0,8,2018,8
1658,18.0,9,2011,7
1659,18.0,9,2012,8
1660,18.0,9,2013,6
1661,18.0,9,2014,3
1662,18.0,9,2015,5
1663,18.0,9,2016,2
1664,18.0,9,2017,9
1665,18.0,9,2018,1
1666,18.0,10,2011,8
1667,18.0,10,2012,7
1668,18.0,10,2013,10
1669,18.0,10,2014,4
1670,18.0,10,2015,1
1671,18.0,10,2016,1
1672,18.0,10,2017,2
1673,18.0,10,2018,2
1674,18.0,11,2011,7
1675,18.0,11,2012,8
1676,18.0,11,2013,1
1677,18.0,11,2014,1
1678,18.0,11,2015,4
1679,18.0,11,2016,2
1680,18.0,11,2017,4
1681,18.0,12,2011,4
1682,18.0,12,2012,4
1683,18.0,12,2013,2
1684,18.0,12,2014,1
1685,18.0,12,2015,3
1686,18.0,12,2016,3
1687,18.0,12,2017,2
1688,19.0,1,2011,13
1689,19.0,1,2012,24
1690,19.0,1,2013,28
1691,19.0,1,2014,37
1692,19.0,1,2015,16
1693,19.0,1,2016,13
1694,19.0,1,2017,28
1695,19.0,1,2018,9
1696,19.0,2,2011,42
1697,19.0,2,2012,18
1698,19.0,2,2013,11
1699,19.0,2,2014,45
1700,19.0,2,2015,75
1701,19.0,2,2016,15
1702,19.0,2,2017,34
1703,19.0,2,2018,35
1704,19.0,3,2011,25
1705,19.0,3,2012,32
1706,19.0,3,2013,30
1707,19.0,3,2014,58
1708,19.0,3,2015,49
1709,19.0,3,2016,25
1710,19.0,3,2017,15
1711,19.0,3,2018,24
1712,19.0,4,2011,11
1713,19.0,4,2012,42
1714,19.0,4,2013,36
1715,19.0,4,2014,31
1716,19.0,4,2015,24
1717,19.0,4,2016,34
1718,19.0,4,2017,26
1719,19.0,4,2018,23
1720,19.0,5,2011,31
1721,19.0,5,2012,60
1722,19.0,5,2013,53
1723,19.0,5,2014,33
1724,19.0,5,2015,42
1725,19.0,5,2016,65
1726,19.0,5,2017,38
1727,19.0,5,2018,32
1728,19.0,6,2011,25
1729,19.0,6,2012,54
1730,19.0,6,2013,47
1731,19.0,6,2014,36
1732,19.0,6,2015,35
1733,19.0,6,2016,44
1734,19.0,6,2017,41
1735,19.0,6,2018,34
1736,19.0,7,2010,1
1737,19.0,7,2011,43
1738,19.0,7,2012,60
1739,19.0,7,2013,56
1740,19.0,7,2014,57
1741,19.0,7,2015,45
1742,19.0,7,2016,37
1743,19.0,7,2017,48
1744,19.0,7,2018,42
1745,19.0,8,2011,58
1746,19.0,8,2012,43
1747,19.0,8,2013,56
1748,19.0,8,2014,52
1749,19.0,8,2015,34
1750,19.0,8,2016,45
1751,19.0,8,2017,51
1752,19.0,8,2018,47
1753,19.0,9,2011,41
1754,19.0,9,2012,39
1755,19.0,9,2013,32
1756,19.0,9,2014,34
1757,19.0,9,2015,29
1758,19.0,9,2016,24
1759,19.0,9,2017,36
1760,19.0,9,2018,17
1761,19.0,10,2011,19
1762,19.0,10,2012,22
1763,19.0,10,2013,28
1764,19.0,10,2014,22
1765,19.0,10,2015,20
1766,19.0,10,2016,31
1767,19.0,10,2017,17
1768,19.0,10,2018,11
1769,19.0,11,2011,27
1770,19.0,11,2012,14
1771,19.0,11,2013,16
1772,19.0,11,2014,16
1773,19.0,11,2015,33
1774,19.0,11,2016,24
1775,19.0,11,2017,23
1776,19.0,12,2010,1
1777,19.0,12,2011,16
1778,19.0,12,2012,18
1779,19.0,12,2013,17
1780,19.0,12,2014,21
1781,19.0,12,2015,33
1782,19.0,12,2016,29
1783,19.0,12,2017,12
1784,20.0,1,2011,13
1785,20.0,1,2012,19
1786,20.0,1,2013,8
1787,20.0,1,2014,15
1788,20.0,1,2015,6
1789,20.0,1,2016,10
1790,20.0,1,2017,15
1791,20.0,1,2018,10
1792,20.0,2,2011,10
1793,20.0,2,2012,21
1794,20.0,2,2013,11
1795,20.0,2,2014,28
1796,20.0,2,2015,38
1797,20.0,2,2016,5
1798,20.0,2,2017,22
1799,20.0,2,2018,15
1800,20.0,3,2011,22
1801,20.0,3,2012,25
1802,20.0,3,2013,11
1803,20.0,3,2014,22
1804,20.0,3,2015,13
1805,20.0,3,2016,6
1806,20.0,3,2017,14
1807,20.0,3,2018,8
1808,20.0,4,2011,16
1809,20.0,4,2012,13
1810,20.0,4,2013,11
1811,20.0,4,2014,15
1812,20.0,4,2015,13
1813,20.0,4,2016,8
1814,20.0,4,2017,18
1815,20.0,4,2018,8
1816,20.0,5,2011,8
1817,20.0,5,2012,28
1818,20.0,5,2013,26
1819,20.0,5,2014,21
1820,20.0,5,2015,5
1821,20.0,5,2016,23
1822,20.0,5,2017,17
1823,20.0,5,2018,29
1824,20.0,6,2011,20
1825,20.0,6,2012,18
1826,20.0,6,2013,20
1827,20.0,6,2014,18
1828,20.0,6,2015,5
1829,20.0,6,2016,25
1830,20.0,6,2017,23
1831,20.0,6,2018,7
1832,20.0,7,2011,13
1833,20.0,7,2012,9
1834,20.0,7,2013,31
1835,20.0,7,2014,28
1836,20.0,7,2015,12
1837,20.0,7,2016,22
1838,20.0,7,2017,19
1839,20.0,7,2018,11
1840,20.0,8,2011,21
1841,20.0,8,2012,30
1842,20.0,8,2013,41
1843,20.0,8,2014,28
1844,20.0,8,2015,13
1845,20.0,8,2016,12
1846,20.0,8,2017,25
1847,20.0,8,2018,19
1848,20.0,9,2011,8
1849,20.0,9,2012,16
1850,20.0,9,2013,20
1851,20.0,9,2014,9
1852,20.0,9,2015,8
1853,20.0,9,2016,22
1854,20.0,9,2017,9
1855,20.0,9,2018,11
1856,20.0,10,2011,3
1857,20.0,10,2012,8
1858,20.0,10,2013,11
1859,20.0,10,2014,11
1860,20.0,10,2015,4
1861,20.0,10,2016,19
1862,20.0,10,2017,16
1863,20.0,10,2018,5
1864,20.0,11,2011,7
1865,20.0,11,2012,11
1866,20.0,11,2013,2
1867,20.0,11,2014,7
1868,20.0,11,2015,9
1869,20.0,11,2016,13
1870,20.0,11,2017,5
1871,20.0,12,2011,13
1872,20.0,12,2012,12
1873,20.0,12,2013,6
1874,20.0,12,2014,5
1875,20.0,12,2015,2
1876,20.0,12,2016,11
1877,20.0,12,2017,13
1878,21.0,1,2011,18
1879,21.0,1,2012,23
1880,21.0,1,2013,20
1881,21.0,1,2014,19
1882,21.0,1,2015,16
1883,21.0,1,2016,17
1884,21.0,1,2017,16
1885,21.0,1,2018,7
1886,21.0,2,2011,26
1887,21.0,2,2012,20
1888,21.0,2,2013,9
1889,21.0,2,2014,23
1890,21.0,2,2015,37
1891,21.0,2,2016,13
1892,21.0,2,2017,16
1893,21.0,2,2018,20
1894,21.0,3,2011,18
1895,21.0,3,2012,33
1896,21.0,3,2013,24
1897,21.0,3,2014,48
1898,21.0,3,2015,22
1899,21.0,3,2016,39
1900,21.0,3,2017,14
1901,21.0,3,2018,20
1902,21.0,4,2011,24
1903,21.0,4,2012,25
1904,21.0,4,2013,34
1905,21.0,4,2014,27
1906,21.0,4,2015,27
1907,21.0,4,2016,19
1908,21.0,4,2017,19
1909,21.0,4,2018,12
1910,21.0,5,2011,37
1911,21.0,5,2012,22
1912,21.0,5,2013,25
1913,21.0,5,2014,19
1914,21.0,5,2015,27
1915,21.0,5,2016,29
1916,21.0,5,2017,21
1917,21.0,5,2018,28
1918,21.0,6,2010,2
1919,21.0,6,2011,22
1920,21.0,6,2012,34
1921,21.0,6,2013,34
1922,21.0,6,2014,32
1923,21.0,6,2015,20
1924,21.0,6,2016,40
1925,21.0,6,2017,21
1926,21.0,6,2018,28
1927,21.0,7,2011,24
1928,21.0,7,2012,43
1929,21.0,7,2013,33
1930,21.0,7,2014,36
1931,21.0,7,2015,23
1932,21.0,7,2016,27
1933,21.0,7,2017,25
1934,21.0,7,2018,34
1935,21.0,8,2011,41
1936,21.0,8,2012,35
1937,21.0,8,2013,41
1938,21.0,8,2014,40
1939,21.0,8,2015,33
1940,21.0,8,2016,23
1941,21.0,8,2017,39
1942,21.0,8,2018,34
1943,21.0,9,2011,30
1944,21.0,9,2012,29
1945,21.0,9,2013,23
1946,21.0,9,2014,25
1947,21.0,9,2015,19
1948,21.0,9,2016,29
1949,21.0,9,2017,30
1950,21.0,9,2018,25
1951,21.0,10,2011,19
1952,21.0,10,2012,20
1953,21.0,10,2013,6
1954,21.0,10,2014,18
1955,21.0,10,2015,16
1956,21.0,10,2016,23
1957,21.0,10,2017,24
1958,21.0,10,2018,19
1959,21.0,11,2011,14
1960,21.0,11,2012,10
1961,21.0,11,2013,14
1962,21.0,11,2014,16
1963,21.0,11,2015,11
1964,21.0,11,2016,23
1965,21.0,11,2017,11
1966,21.0,12,2010,1
1967,21.0,12,2011,8
1968,21.0,12,2012,6
1969,21.0,12,2013,15
1970,21.0,12,2014,10
1971,21.0,12,2015,13
1972,21.0,12,2016,18
1973,21.0,12,2017,11
1974,22.0,1,2011,21
1975,22.0,1,2012,30
1976,22.0,1,2013,35
1977,22.0,1,2014,39
1978,22.0,1,2015,44
1979,22.0,1,2016,32
1980,22.0,1,2017,53
1981,22.0,1,2018,39
1982,22.0,2,2011,33
1983,22.0,2,2012,26
1984,22.0,2,2013,23
1985,22.0,2,2014,60
1986,22.0,2,2015,48
1987,22.0,2,2016,47
1988,22.0,2,2017,70
1989,22.0,2,2018,29
1990,22.0,3,2011,50
1991,22.0,3,2012,43
1992,22.0,3,2013,47
1993,22.0,3,2014,88
1994,22.0,3,2015,83
1995,22.0,3,2016,49
1996,22.0,3,2017,50
1997,22.0,3,2018,56
1998,22.0,4,2011,56
1999,22.0,4,2012,39
2000,22.0,4,2013,51
2001,22.0,4,2014,44
2002,22.0,4,2015,55
2003,22.0,4,2016,38
2004,22.0,4,2017,51
2005,22.0,4,2018,51
2006,22.0,5,2011,37
2007,22.0,5,2012,65
2008,22.0,5,2013,67
2009,22.0,5,2014,65
2010,22.0,5,2015,83
2011,22.0,5,2016,88
2012,22.0,5,2017,81
2013,22.0,5,2018,75
2014,22.0,6,2011,51
2015,22.0,6,2012,48
2016,22.0,6,2013,58
2017,22.0,6,2014,78
2018,22.0,6,2015,63
2019,22.0,6,2016,84
2020,22.0,6,2017,80
2021,22.0,6,2018,63
2022,22.0,7,2011,63
2023,22.0,7,2012,76
2024,22.0,7,2013,70
2025,22.0,7,2014,87
2026,22.0,7,2015,72
2027,22.0,7,2016,73
2028,22.0,7,2017,62
2029,22.0,7,2018,95
2030,22.0,8,2011,63
2031,22.0,8,2012,63
2032,22.0,8,2013,72
2033,22.0,8,2014,83
2034,22.0,8,2015,75
2035,22.0,8,2016,93
2036,22.0,8,2017,94
2037,22.0,8,2018,89
2038,22.0,9,2011,40
2039,22.0,9,2012,54
2040,22.0,9,2013,73
2041,22.0,9,2014,76
2042,22.0,9,2015,59
2043,22.0,9,2016,60
2044,22.0,9,2017,69
2045,22.0,9,2018,61
2046,22.0,10,2011,34
2047,22.0,10,2012,46
2048,22.0,10,2013,35
2049,22.0,10,2014,55
2050,22.0,10,2015,34
2051,22.0,10,2016,75
2052,22.0,10,2017,42
2053,22.0,10,2018,39
2054,22.0,11,2011,28
2055,22.0,11,2012,24
2056,22.0,11,2013,22
2057,22.0,11,2014,25
2058,22.0,11,2015,42
2059,22.0,11,2016,51
2060,22.0,11,2017,32
2061,22.0,12,2010,4
2062,22.0,12,2011,26
2063,22.0,12,2012,39
2064,22.0,12,2013,28
2065,22.0,12,2014,43
2066,22.0,12,2015,26
2067,22.0,12,2016,41
2068,22.0,12,2017,33
2069,23.0,1,2011,42
2070,23.0,1,2012,40
2071,23.0,1,2013,33
2072,23.0,1,2014,30
2073,23.0,1,2015,15
2074,23.0,1,2016,19
2075,23.0,1,2017,36
2076,23.0,1,2018,31
2077,23.0,2,2011,31
2078,23.0,2,2012,44
2079,23.0,2,2013,37
2080,23.0,2,2014,61
2081,23.0,2,2015,52
2082,23.0,2,2016,43
2083,23.0,2,2017,35
2084,23.0,2,2018,28
2085,23.0,3,2011,63
2086,23.0,3,2012,80
2087,23.0,3,2013,53
2088,23.0,3,2014,90
2089,23.0,3,2015,53
2090,23.0,3,2016,48
2091,23.0,3,2017,52
2092,23.0,3,2018,41
2093,23.0,4,2011,48
2094,23.0,4,2012,37
2095,23.0,4,2013,59
2096,23.0,4,2014,68
2097,23.0,4,2015,48
2098,23.0,4,2016,50
2099,23.0,4,2017,63
2100,23.0,4,2018,31
2101,23.0,5,2011,46
2102,23.0,5,2012,55
2103,23.0,5,2013,76
2104,23.0,5,2014,40
2105,23.0,5,2015,36
2106,23.0,5,2016,68
2107,23.0,5,2017,72
2108,23.0,5,2018,44
2109,23.0,6,2011,40
2110,23.0,6,2012,51
2111,23.0,6,2013,76
2112,23.0,6,2014,43
2113,23.0,6,2015,48
2114,23.0,6,2016,92
2115,23.0,6,2017,63
2116,23.0,6,2018,43
2117,23.0,7,2011,61
2118,23.0,7,2012,56
2119,23.0,7,2013,83
2120,23.0,7,2014,39
2121,23.0,7,2015,57
2122,23.0,7,2016,65
2123,23.0,7,2017,80
2124,23.0,7,2018,66
2125,23.0,8,2011,57
2126,23.0,8,2012,56
2127,23.0,8,2013,66
2128,23.0,8,2014,40
2129,23.0,8,2015,60
2130,23.0,8,2016,64
2131,23.0,8,2017,90
2132,23.0,8,2018,40
2133,23.0,9,2011,59
2134,23.0,9,2012,51
2135,23.0,9,2013,54
2136,23.0,9,2014,44
2137,23.0,9,2015,50
2138,23.0,9,2016,37
2139,23.0,9,2017,42
2140,23.0,9,2018,36
2141,23.0,10,2011,37
2142,23.0,10,2012,22
2143,23.0,10,2013,30
2144,23.0,10,2014,38
2145,23.0,10,2015,21
2146,23.0,10,2016,46
2147,23.0,10,2017,27
2148,23.0,10,2018,19
2149,23.0,11,2010,1
2150,23.0,11,2011,35
2151,23.0,11,2012,40
2152,23.0,11,2013,19
2153,23.0,11,2014,23
2154,23.0,11,2015,12
2155,23.0,11,2016,31
2156,23.0,11,2017,44
2157,23.0,12,2010,6
2158,23.0,12,2011,33
2159,23.0,12,2012,48
2160,23.0,12,2013,21
2161,23.0,12,2014,23
2162,23.0,12,2015,29
2163,23.0,12,2016,31
2164,23.0,12,2017,24
2165,24.0,1,2011,36
2166,24.0,1,2012,39
2167,24.0,1,2013,34
2168,24.0,1,2014,38
2169,24.0,1,2015,81
2170,24.0,1,2016,44
2171,24.0,1,2017,48
2172,24.0,1,2018,57
2173,24.0,2,2011,45
2174,24.0,2,2012,41
2175,24.0,2,2013,25
2176,24.0,2,2014,65
2177,24.0,2,2015,120
2178,24.0,2,2016,50
2179,24.0,2,2017,53
2180,24.0,2,2018,46
2181,24.0,3,2011,43
2182,24.0,3,2012,55
2183,24.0,3,2013,45
2184,24.0,3,2014,91
2185,24.0,3,2015,151
2186,24.0,3,2016,65
2187,24.0,3,2017,45
2188,24.0,3,2018,60
2189,24.0,4,2011,49
2190,24.0,4,2012,62
2191,24.0,4,2013,51
2192,24.0,4,2014,65
2193,24.0,4,2015,87
2194,24.0,4,2016,62
2195,24.0,4,2017,47
2196,24.0,4,2018,52
2197,24.0,5,2011,39
2198,24.0,5,2012,71
2199,24.0,5,2013,52
2200,24.0,5,2014,57
2201,24.0,5,2015,100
2202,24.0,5,2016,75
2203,24.0,5,2017,78
2204,24.0,5,2018,56
2205,24.0,6,2011,68
2206,24.0,6,2012,61
2207,24.0,6,2013,73
2208,24.0,6,2014,93
2209,24.0,6,2015,68
2210,24.0,6,2016,74
2211,24.0,6,2017,85
2212,24.0,6,2018,68
2213,24.0,7,2011,48
2214,24.0,7,2012,76
2215,24.0,7,2013,75
2216,24.0,7,2014,73
2217,24.0,7,2015,77
2218,24.0,7,2016,94
2219,24.0,7,2017,69
2220,24.0,7,2018,92
2221,24.0,8,2011,64
2222,24.0,8,2012,81
2223,24.0,8,2013,66
2224,24.0,8,2014,58
2225,24.0,8,2015,85
2226,24.0,8,2016,107
2227,24.0,8,2017,107
2228,24.0,8,2018,75
2229,24.0,9,2011,39
2230,24.0,9,2012,70
2231,24.0,9,2013,70
2232,24.0,9,2014,69
2233,24.0,9,2015,74
2234,24.0,9,2016,53
2235,24.0,9,2017,68
2236,24.0,9,2018,54
2237,24.0,10,2011,55
2238,24.0,10,2012,41
2239,24.0,10,2013,36
2240,24.0,10,2014,66
2241,24.0,10,2015,67
2242,24.0,10,2016,61
2243,24.0,10,2017,44
2244,24.0,10,2018,31
2245,24.0,11,2011,37
2246,24.0,11,2012,27
2247,24.0,11,2013,29
2248,24.0,11,2014,47
2249,24.0,11,2015,49
2250,24.0,11,2016,46
2251,24.0,11,2017,52
2252,24.0,12,2010,2
2253,24.0,12,2011,28
2254,24.0,12,2012,34
2255,24.0,12,2013,17
2256,24.0,12,2014,52
2257,24.0,12,2015,40
2258,24.0,12,2016,42
2259,24.0,12,2017,41
2260,25.0,1,2011,45
2261,25.0,1,2012,41
2262,25.0,1,2013,25
2263,25.0,1,2014,32
2264,25.0,1,2015,40
2265,25.0,1,2016,38
2266,25.0,1,2017,40
2267,25.0,1,2018,32
2268,25.0,2,2011,46
2269,25.0,2,2012,59
2270,25.0,2,2013,50
2271,25.0,2,2014,60
2272,25.0,2,2015,86
2273,25.0,2,2016,56
2274,25.0,2,2017,49
2275,25.0,2,2018,44
2276,25.0,3,2011,89
2277,25.0,3,2012,58
2278,25.0,3,2013,72
2279,25.0,3,2014,144
2280,25.0,3,2015,94
2281,25.0,3,2016,60
2282,25.0,3,2017,86
2283,25.0,3,2018,39
2284,25.0,4,2011,73
2285,25.0,4,2012,65
2286,25.0,4,2013,89
2287,25.0,4,2014,121
2288,25.0,4,2015,64
2289,25.0,4,2016,90
2290,25.0,4,2017,114
2291,25.0,4,2018,62
2292,25.0,5,2011,62
2293,25.0,5,2012,97
2294,25.0,5,2013,105
2295,25.0,5,2014,90
2296,25.0,5,2015,61
2297,25.0,5,2016,96
2298,25.0,5,2017,125
2299,25.0,5,2018,45
2300,25.0,6,2011,77
2301,25.0,6,2012,89
2302,25.0,6,2013,118
2303,25.0,6,2014,71
2304,25.0,6,2015,119
2305,25.0,6,2016,111
2306,25.0,6,2017,121
2307,25.0,6,2018,78
2308,25.0,7,2011,64
2309,25.0,7,2012,77
2310,25.0,7,2013,120
2311,25.0,7,2014,120
2312,25.0,7,2015,99
2313,25.0,7,2016,72
2314,25.0,7,2017,107
2315,25.0,7,2018,79
2316,25.0,8,2011,79
2317,25.0,8,2012,105
