,Year,month,time,Community,crime_count,Street_lights,Sanitation_request,building_abandon,Total,asian,Black,hispanic,white,other 
6165,2011,9,afternoon,41,59,27,9,1,26893,3244,8047,1891,12584,1127
6166,2011,9,afternoon,42,151,38,28,30,26446,814,22555,695,1885,497
6167,2011,9,afternoon,43,322,67,53,42,49155,115,45990,784,1084,1182
6168,2011,9,afternoon,44,206,72,21,16,31359,129,30297,287,388,258
6169,2011,9,afternoon,45,35,22,7,8,9813,59,9553,62,53,86
6170,2011,9,afternoon,46,184,80,36,36,28095,116,20818,6083,782,296
6171,2011,9,afternoon,47,14,5,23,3,2601,0,2601,0,0,0
6172,2011,9,afternoon,48,72,54,13,13,13732,5,12835,443,308,141
6173,2011,9,afternoon,49,281,132,43,56,42505,185,40846,450,557,467
6174,2011,9,afternoon,5,71,63,15,2,34623,1493,674,4987,26322,1147
6175,2011,9,afternoon,50,34,40,5,5,6501,34,5380,551,464,72
6176,2011,9,afternoon,51,56,35,13,12,15305,8,9971,4580,592,154
6177,2011,9,afternoon,52,43,31,5,11,23817,28,684,18992,4049,64
6178,2011,9,afternoon,53,142,79,31,67,27973,67,26123,1351,280,152
6179,2011,9,afternoon,54,46,6,2,5,7090,26,6676,278,77,33
6180,2011,9,afternoon,55,22,29,2,1,8952,0,566,4243,4078,65
6181,2011,9,afternoon,56,66,91,18,7,35632,422,1462,16618,16852,278
6182,2011,9,afternoon,57,33,26,5,17,13293,391,116,10126,2578,82
6183,2011,9,afternoon,58,87,35,19,18,44202,2955,677,37620,2844,106
6184,2011,9,afternoon,59,47,20,6,2,16336,3136,507,9612,2802,279
6185,2011,9,afternoon,6,165,108,58,3,98212,6764,3428,7125,78186,2709
6186,2011,9,afternoon,60,50,20,18,10,33939,11726,951,9558,10842,862
6187,2011,9,afternoon,61,217,55,25,39,41083,815,9832,24990,5094,352
6188,2011,9,afternoon,62,43,32,7,6,19192,303,262,15385,3235,7
6189,2011,9,afternoon,63,100,30,10,20,41202,350,1342,38009,1460,41
6190,2011,9,afternoon,64,26,105,9,13,24962,319,140,12361,11871,271
6191,2011,9,afternoon,65,81,81,11,1,32749,178,1067,26395,4989,120
6192,2011,9,afternoon,66,266,47,60,33,55551,529,26100,26377,1873,672
6193,2011,9,afternoon,67,322,78,52,103,32156,19,29955,1563,235,384
6194,2011,9,afternoon,68,235,30,29,63,26121,76,24810,682,199,354
6195,2011,9,afternoon,69,250,75,50,47,32346,22,31077,358,466,423
6196,2011,9,afternoon,7,136,66,35,2,66959,3806,3204,4418,53676,1855
6197,2011,9,afternoon,70,70,92,33,13,42752,284,20817,15455,5555,641
6198,2011,9,afternoon,71,248,110,63,101,45842,126,44402,689,231,394
6199,2011,9,afternoon,72,37,57,11,2,20815,101,7257,1414,11604,439
6200,2011,9,afternoon,73,115,73,28,11,27116,0,25968,287,351,510
6201,2011,9,afternoon,74,21,30,14,3,18783,383,664,1205,16289,242
6202,2011,9,afternoon,75,84,95,13,10,22908,54,15125,638,6546,545
6203,2011,9,afternoon,76,39,15,4,8,13483,1487,104,1150,10130,612
6204,2011,9,afternoon,77,87,30,12,2,54873,6340,7853,8918,29912,1850
6205,2011,9,afternoon,8,266,28,16,2,85711,9723,7910,4530,61334,2214
6206,2011,9,afternoon,9,4,25,7,1,11356,167,120,1063,9926,80
6207,2011,9,evening,1,146,40,19,3,54402,3501,13320,13135,22769,1677
6208,2011,9,evening,10,36,93,27,4,36083,1513,335,4272,29164,799
6209,2011,9,evening,11,31,50,14,2,27264,2444,250,6218,17761,591
6210,2011,9,evening,12,13,48,4,1,18437,2470,177,2204,13242,344
6211,2011,9,evening,13,35,13,8,3,18442,4541,473,3632,9358,438
6212,2011,9,evening,14,100,31,10,5,52079,8275,2215,25003,15349,1237
6213,2011,9,evening,15,108,82,29,8,64846,2918,812,27108,32643,1365
6214,2011,9,evening,16,103,75,36,10,56520,4641,1271,26359,22650,1599
6215,2011,9,evening,17,57,121,21,6,43025,1800,1035,11448,28340,402
6216,2011,9,evening,18,25,21,7,2,12973,611,575,8092,3615,80
6217,2011,9,evening,19,188,104,41,17,79210,1187,2485,63377,11298,863
6218,2011,9,evening,2,115,69,32,1,72211,16868,8110,12672,31978,2583
6219,2011,9,evening,20,51,16,8,8,25489,355,379,22491,1880,384
6220,2011,9,evening,21,87,88,30,14,39721,1305,842,24563,12327,684
6221,2011,9,evening,22,200,87,40,17,74549,2124,3452,34677,32784,1512
6222,2011,9,evening,23,330,90,59,55,55011,271,22481,28612,2958,689
6223,2011,9,evening,24,260,81,39,11,85582,3413,6466,23239,49892,2572
6224,2011,9,evening,25,605,136,54,66,97643,481,81066,11132,4353,611
6225,2011,9,evening,26,187,18,21,29,17733,61,16954,353,315,50
6226,2011,9,evening,27,167,39,15,33,20665,57,18862,728,878,140
6227,2011,9,evening,28,251,42,21,4,61768,9626,18772,6186,25876,1308
6228,2011,9,evening,29,276,45,21,28,35276,99,31397,2470,811,499
6229,2011,9,evening,3,158,81,19,4,55137,4854,11445,6402,30371,2065
6230,2011,9,evening,30,184,111,31,25,73826,181,8158,62928,2267,292
6231,2011,9,evening,31,107,29,11,5,34410,598,1117,27693,4617,385
6232,2011,9,evening,32,179,16,9,1,33442,5745,4131,2156,20378,1032
6233,2011,9,evening,33,57,12,3,5,22401,4450,5382,1393,10404,772
6234,2011,9,evening,34,42,24,5,5,14007,10347,1348,426,1521,365
6235,2011,9,evening,35,68,6,4,6,20323,2917,14365,485,2165,391
6236,2011,9,evening,36,19,2,1,3,6422,109,5946,209,142,16
6237,2011,9,evening,37,25,5,2,7,2457,0,2268,152,37,0
6238,2011,9,evening,38,102,13,8,13,22750,117,20624,574,719,716
6239,2011,9,evening,39,52,6,4,3,17601,1520,11916,667,2978,520
6240,2011,9,evening,4,67,40,24,3,40761,4480,1398,7184,26405,1294
6241,2011,9,evening,40,119,13,6,9,12081,9,11595,158,48,271
6242,2011,9,evening,41,35,27,9,1,26893,3244,8047,1891,12584,1127
6243,2011,9,evening,42,156,38,28,30,26446,814,22555,695,1885,497
6244,2011,9,evening,43,293,67,53,42,49155,115,45990,784,1084,1182
6245,2011,9,evening,44,184,72,21,16,31359,129,30297,287,388,258
6246,2011,9,evening,45,41,22,7,8,9813,59,9553,62,53,86
6247,2011,9,evening,46,182,80,36,36,28095,116,20818,6083,782,296
6248,2011,9,evening,47,14,5,23,3,2601,0,2601,0,0,0
6249,2011,9,evening,48,61,54,13,13,13732,5,12835,443,308,141
6250,2011,9,evening,49,257,132,43,56,42505,185,40846,450,557,467
6251,2011,9,evening,5,42,63,15,2,34623,1493,674,4987,26322,1147
6252,2011,9,evening,50,27,40,5,5,6501,34,5380,551,464,72
6253,2011,9,evening,51,70,35,13,12,15305,8,9971,4580,592,154
6254,2011,9,evening,52,47,31,5,11,23817,28,684,18992,4049,64
6255,2011,9,evening,53,197,79,31,67,27973,67,26123,1351,280,152
6256,2011,9,evening,54,46,6,2,5,7090,26,6676,278,77,33
6257,2011,9,evening,55,22,29,2,1,8952,0,566,4243,4078,65
6258,2011,9,evening,56,60,91,18,7,35632,422,1462,16618,16852,278
6259,2011,9,evening,57,38,26,5,17,13293,391,116,10126,2578,82
6260,2011,9,evening,58,113,35,19,18,44202,2955,677,37620,2844,106
6261,2011,9,evening,59,25,20,6,2,16336,3136,507,9612,2802,279
6262,2011,9,evening,6,210,108,58,3,98212,6764,3428,7125,78186,2709
6263,2011,9,evening,60,58,20,18,10,33939,11726,951,9558,10842,862
6264,2011,9,evening,61,214,55,25,39,41083,815,9832,24990,5094,352
6265,2011,9,evening,62,45,32,7,6,19192,303,262,15385,3235,7
6266,2011,9,evening,63,104,30,10,20,41202,350,1342,38009,1460,41
6267,2011,9,evening,64,40,105,9,13,24962,319,140,12361,11871,271
6268,2011,9,evening,65,76,81,11,1,32749,178,1067,26395,4989,120
6269,2011,9,evening,66,294,47,60,33,55551,529,26100,26377,1873,672
6270,2011,9,evening,67,259,78,52,103,32156,19,29955,1563,235,384
6271,2011,9,evening,68,212,30,29,63,26121,76,24810,682,199,354
6272,2011,9,evening,69,235,75,50,47,32346,22,31077,358,466,423
6273,2011,9,evening,7,145,66,35,2,66959,3806,3204,4418,53676,1855
6274,2011,9,evening,70,84,92,33,13,42752,284,20817,15455,5555,641
6275,2011,9,evening,71,261,110,63,101,45842,126,44402,689,231,394
6276,2011,9,evening,72,42,57,11,2,20815,101,7257,1414,11604,439
6277,2011,9,evening,73,116,73,28,11,27116,0,25968,287,351,510
6278,2011,9,evening,74,21,30,14,3,18783,383,664,1205,16289,242
6279,2011,9,evening,75,77,95,13,10,22908,54,15125,638,6546,545
6280,2011,9,evening,76,32,15,4,9,13483,1487,104,1150,10130,612
6281,2011,9,evening,77,83,30,12,2,54873,6340,7853,8918,29912,1850
6282,2011,9,evening,8,333,28,16,2,85711,9723,7910,4530,61334,2214
6283,2011,9,evening,9,9,25,7,1,11356,167,120,1063,9926,80
6284,2011,9,morning,1,86,40,19,3,54402,3501,13320,13135,22769,1677
6285,2011,9,morning,10,28,93,27,4,36083,1513,335,4272,29164,799
6286,2011,9,morning,11,17,50,14,3,27264,2444,250,6218,17761,591
6287,2011,9,morning,12,9,48,4,1,18437,2470,177,2204,13242,344
6288,2011,9,morning,13,20,13,8,3,18442,4541,473,3632,9358,438
6289,2011,9,morning,14,50,31,10,5,52079,8275,2215,25003,15349,1237
6290,2011,9,morning,15,66,82,29,8,64846,2918,812,27108,32643,1365
6291,2011,9,morning,16,71,75,36,10,56520,4641,1271,26359,22650,1599
6292,2011,9,morning,17,38,121,21,6,43025,1800,1035,11448,28340,402
6293,2011,9,morning,18,16,21,7,2,12973,611,575,8092,3615,80
6294,2011,9,morning,19,129,104,41,17,79210,1187,2485,63377,11298,863
6295,2011,9,morning,2,73,69,32,1,72211,16868,8110,12672,31978,2583
6296,2011,9,morning,20,44,16,8,8,25489,355,379,22491,1880,384
6297,2011,9,morning,21,55,88,30,14,39721,1305,842,24563,12327,684
6298,2011,9,morning,22,133,87,40,17,74549,2124,3452,34677,32784,1512
6299,2011,9,morning,23,181,90,59,55,55011,271,22481,28612,2958,689
6300,2011,9,morning,24,182,81,39,11,85582,3413,6466,23239,49892,2572
6301,2011,9,morning,25,355,136,54,66,97643,481,81066,11132,4353,611
6302,2011,9,morning,26,115,18,21,29,17733,61,16954,353,315,50
6303,2011,9,morning,27,135,39,15,33,20665,57,18862,728,878,140
6304,2011,9,morning,28,197,42,21,4,61768,9626,18772,6186,25876,1308
6305,2011,9,morning,29,181,45,21,28,35276,99,31397,2470,811,499
6306,2011,9,morning,3,93,81,19,4,55137,4854,11445,6402,30371,2065
6307,2011,9,morning,30,100,111,31,25,73826,181,8158,62928,2267,292
6308,2011,9,morning,31,61,29,11,5,34410,598,1117,27693,4617,385
6309,2011,9,morning,32,146,16,9,1,33442,5745,4131,2156,20378,1032
6310,2011,9,morning,33,33,12,3,5,22401,4450,5382,1393,10404,772
6311,2011,9,morning,34,24,24,5,8,14007,10347,1348,426,1521,365
6312,2011,9,morning,35,52,6,4,6,20323,2917,14365,485,2165,391
6313,2011,9,morning,36,18,2,1,3,6422,109,5946,209,142,16
6314,2011,9,morning,37,19,5,2,7,2457,0,2268,152,37,0
6315,2011,9,morning,38,91,13,8,13,22750,117,20624,574,719,716
6316,2011,9,morning,39,34,6,4,3,17601,1520,11916,667,2978,520
6317,2011,9,morning,4,47,40,24,3,40761,4480,1398,7184,26405,1294
6318,2011,9,morning,40,64,13,6,9,12081,9,11595,158,48,271
6319,2011,9,morning,41,45,27,9,1,26893,3244,8047,1891,12584,1127
6320,2011,9,morning,42,98,38,28,30,26446,814,22555,695,1885,497
6321,2011,9,morning,43,263,67,53,42,49155,115,45990,784,1084,1182
6322,2011,9,morning,44,123,72,21,16,31359,129,30297,287,388,258
6323,2011,9,morning,45,33,22,7,8,9813,59,9553,62,53,86
6324,2011,9,morning,46,145,80,36,36,28095,116,20818,6083,782,296
6325,2011,9,morning,47,11,5,23,3,2601,0,2601,0,0,0
6326,2011,9,morning,48,50,54,13,13,13732,5,12835,443,308,141
6327,2011,9,morning,49,197,132,43,56,42505,185,40846,450,557,467
6328,2011,9,morning,5,36,63,15,2,34623,1493,674,4987,26322,1147
6329,2011,9,morning,50,34,40,5,5,6501,34,5380,551,464,72
6330,2011,9,morning,51,54,35,13,12,15305,8,9971,4580,592,154
6331,2011,9,morning,52,34,31,5,11,23817,28,684,18992,4049,64
6332,2011,9,morning,53,127,79,31,67,27973,67,26123,1351,280,152
6333,2011,9,morning,54,29,6,2,5,7090,26,6676,278,77,33
6334,2011,9,morning,55,7,29,2,1,8952,0,566,4243,4078,65
6335,2011,9,morning,56,54,91,18,7,35632,422,1462,16618,16852,278
6336,2011,9,morning,57,27,26,5,17,13293,391,116,10126,2578,82
6337,2011,9,morning,58,62,35,19,18,44202,2955,677,37620,2844,106
6338,2011,9,morning,59,21,20,6,2,16336,3136,507,9612,2802,279
6339,2011,9,morning,6,90,108,58,3,98212,6764,3428,7125,78186,2709
6340,2011,9,morning,60,38,20,18,10,33939,11726,951,9558,10842,862
6341,2011,9,morning,61,133,55,25,39,41083,815,9832,24990,5094,352
6342,2011,9,morning,62,29,32,7,6,19192,303,262,15385,3235,7
6343,2011,9,morning,63,61,30,10,20,41202,350,1342,38009,1460,41
6344,2011,9,morning,64,25,105,9,13,24962,319,140,12361,11871,271
6345,2011,9,morning,65,33,81,11,1,32749,178,1067,26395,4989,120
6346,2011,9,morning,66,155,47,60,33,55551,529,26100,26377,1873,672
6347,2011,9,morning,67,244,78,52,103,32156,19,29955,1563,235,384
6348,2011,9,morning,68,158,30,29,63,26121,76,24810,682,199,354
6349,2011,9,morning,69,175,75,50,47,32346,22,31077,358,466,423
6350,2011,9,morning,7,94,66,35,2,66959,3806,3204,4418,53676,1855
6351,2011,9,morning,70,56,92,33,13,42752,284,20817,15455,5555,641
6352,2011,9,morning,71,195,110,63,101,45842,126,44402,689,231,394
6353,2011,9,morning,72,28,57,11,2,20815,101,7257,1414,11604,439
6354,2011,9,morning,73,99,73,28,11,27116,0,25968,287,351,510
6355,2011,9,morning,74,15,30,14,3,18783,383,664,1205,16289,242
6356,2011,9,morning,75,59,95,13,10,22908,54,15125,638,6546,545
6357,2011,9,morning,76,70,15,4,9,13483,1487,104,1150,10130,612
6358,2011,9,morning,77,56,30,12,2,54873,6340,7853,8918,29912,1850
6359,2011,9,morning,8,140,28,16,2,85711,9723,7910,4530,61334,2214
6360,2011,9,morning,9,9,25,7,1,11356,167,120,1063,9926,80
6361,2011,9,night,1,79,40,19,3,54402,3501,13320,13135,22769,1677
6362,2011,9,night,10,24,93,27,4,36083,1513,335,4272,29164,799
6363,2011,9,night,11,25,50,14,3,27264,2444,250,6218,17761,591
6364,2011,9,night,12,5,48,4,1,18437,2470,177,2204,13242,344
6365,2011,9,night,13,24,13,8,2,18442,4541,473,3632,9358,438
6366,2011,9,night,14,62,31,10,5,52079,8275,2215,25003,15349,1237
6367,2011,9,night,15,56,82,29,8,64846,2918,812,27108,32643,1365
6368,2011,9,night,16,67,75,36,10,56520,4641,1271,26359,22650,1599
6369,2011,9,night,17,45,121,21,6,43025,1800,1035,11448,28340,402
6370,2011,9,night,18,15,21,7,2,12973,611,575,8092,3615,80
6371,2011,9,night,19,81,104,41,17,79210,1187,2485,63377,11298,863
6372,2011,9,night,2,58,69,32,1,72211,16868,8110,12672,31978,2583
6373,2011,9,night,20,33,16,8,8,25489,355,379,22491,1880,384
6374,2011,9,night,21,48,88,30,14,39721,1305,842,24563,12327,684
6375,2011,9,night,22,133,87,40,17,74549,2124,3452,34677,32784,1512
6376,2011,9,night,23,157,90,59,55,55011,271,22481,28612,2958,689
6377,2011,9,night,24,200,81,39,11,85582,3413,6466,23239,49892,2572
6378,2011,9,night,25,310,136,54,66,97643,481,81066,11132,4353,611
6379,2011,9,night,26,92,18,21,29,17733,61,16954,353,315,50
6380,2011,9,night,27,76,39,15,33,20665,57,18862,728,878,140
6381,2011,9,night,28,115,42,21,4,61768,9626,18772,6186,25876,1308
6382,2011,9,night,29,140,45,21,28,35276,99,31397,2470,811,499
6383,2011,9,night,3,61,81,19,4,55137,4854,11445,6402,30371,2065
6384,2011,9,night,30,90,111,31,25,73826,181,8158,62928,2267,292
6385,2011,9,night,31,57,29,11,5,34410,598,1117,27693,4617,385
6386,2011,9,night,32,65,16,9,1,33442,5745,4131,2156,20378,1032
6387,2011,9,night,33,27,12,3,5,22401,4450,5382,1393,10404,772
6388,2011,9,night,34,11,24,5,4,14007,10347,1348,426,1521,365
6389,2011,9,night,35,29,6,4,6,20323,2917,14365,485,2165,391
6390,2011,9,night,36,6,2,1,3,6422,109,5946,209,142,16
6391,2011,9,night,37,13,5,2,7,2457,0,2268,152,37,0
6392,2011,9,night,38,38,13,8,13,22750,117,20624,574,719,716
6393,2011,9,night,39,18,6,4,3,17601,1520,11916,667,2978,520
6394,2011,9,night,4,21,40,24,3,40761,4480,1398,7184,26405,1294
6395,2011,9,night,40,38,13,6,9,12081,9,11595,158,48,271
6396,2011,9,night,41,22,27,9,1,26893,3244,8047,1891,12584,1127
6397,2011,9,night,42,44,38,28,30,26446,814,22555,695,1885,497
6398,2011,9,night,43,119,67,53,42,49155,115,45990,784,1084,1182
6399,2011,9,night,44,91,72,21,16,31359,129,30297,287,388,258
6400,2011,9,night,45,18,22,7,8,9813,59,9553,62,53,86
6401,2011,9,night,46,84,80,36,36,28095,116,20818,6083,782,296
6402,2011,9,night,47,3,5,23,3,2601,0,2601,0,0,0
6403,2011,9,night,48,37,54,13,13,13732,5,12835,443,308,141
6404,2011,9,night,49,130,132,43,56,42505,185,40846,450,557,467
6405,2011,9,night,5,21,63,15,2,34623,1493,674,4987,26322,1147
6406,2011,9,night,50,14,40,5,5,6501,34,5380,551,464,72
6407,2011,9,night,51,41,35,13,12,15305,8,9971,4580,592,154
6408,2011,9,night,52,29,31,5,11,23817,28,684,18992,4049,64
6409,2011,9,night,53,85,79,31,67,27973,67,26123,1351,280,152
6410,2011,9,night,54,32,6,2,5,7090,26,6676,278,77,33
6411,2011,9,night,55,13,29,2,1,8952,0,566,4243,4078,65
6412,2011,9,night,56,31,91,18,7,35632,422,1462,16618,16852,278
6413,2011,9,night,57,21,26,5,17,13293,391,116,10126,2578,82
6414,2011,9,night,58,50,35,19,18,44202,2955,677,37620,2844,106
6415,2011,9,night,59,13,20,6,2,16336,3136,507,9612,2802,279
6416,2011,9,night,6,155,108,58,3,98212,6764,3428,7125,78186,2709
6417,2011,9,night,60,37,20,18,10,33939,11726,951,9558,10842,862
6418,2011,9,night,61,83,55,25,39,41083,815,9832,24990,5094,352
6419,2011,9,night,62,14,32,7,6,19192,303,262,15385,3235,7
6420,2011,9,night,63,58,30,10,20,41202,350,1342,38009,1460,41
6421,2011,9,night,64,7,105,9,13,24962,319,140,12361,11871,271
6422,2011,9,night,65,32,81,11,1,32749,178,1067,26395,4989,120
6423,2011,9,night,66,107,47,60,33,55551,529,26100,26377,1873,672
6424,2011,9,night,67,121,78,52,103,32156,19,29955,1563,235,384
6425,2011,9,night,68,104,30,29,63,26121,76,24810,682,199,354
6426,2011,9,night,69,123,75,50,47,32346,22,31077,358,466,423
6427,2011,9,night,7,89,66,35,2,66959,3806,3204,4418,53676,1855
6428,2011,9,night,70,38,92,33,13,42752,284,20817,15455,5555,641
6429,2011,9,night,71,148,110,63,101,45842,126,44402,689,231,394
6430,2011,9,night,72,24,57,11,2,20815,101,7257,1414,11604,439
6431,2011,9,night,73,62,73,28,11,27116,0,25968,287,351,510
6432,2011,9,night,74,9,30,14,3,18783,383,664,1205,16289,242
6433,2011,9,night,75,23,95,13,10,22908,54,15125,638,6546,545
6434,2011,9,night,76,19,15,4,10,13483,1487,104,1150,10130,612
6435,2011,9,night,77,45,30,12,2,54873,6340,7853,8918,29912,1850
6436,2011,9,night,8,194,28,16,2,85711,9723,7910,4530,61334,2214
6437,2011,9,night,9,5,25,7,1,11356,167,120,1063,9926,80
6438,2011,10,afternoon,1,144,34,17,5,54402,3501,13320,13135,22769,1677
6439,2011,10,afternoon,10,33,82,18,5,36083,1513,335,4272,29164,799
6440,2011,10,afternoon,11,31,42,6,2,27264,2444,250,6218,17761,591
6441,2011,10,afternoon,12,22,45,5,1,18437,2470,177,2204,13242,344
6442,2011,10,afternoon,13,48,23,10,4,18442,4541,473,3632,9358,438
6443,2011,10,afternoon,14,79,61,7,5,52079,8275,2215,25003,15349,1237
6444,2011,10,afternoon,15,102,200,19,7,64846,2918,812,27108,32643,1365
6445,2011,10,afternoon,16,110,74,16,2,56520,4641,1271,26359,22650,1599
6446,2011,10,afternoon,17,41,111,23,7,43025,1800,1035,11448,28340,402
6447,2011,10,afternoon,18,18,40,8,1,12973,611,575,8092,3615,80
6448,2011,10,afternoon,19,181,78,19,14,79210,1187,2485,63377,11298,863
6449,2011,10,afternoon,2,121,49,20,5,72211,16868,8110,12672,31978,2583
6450,2011,10,afternoon,20,45,8,3,9,25489,355,379,22491,1880,384
6451,2011,10,afternoon,21,74,50,19,7,39721,1305,842,24563,12327,684
6452,2011,10,afternoon,22,176,82,34,16,74549,2124,3452,34677,32784,1512
6453,2011,10,afternoon,23,302,100,37,44,55011,271,22481,28612,2958,689
6454,2011,10,afternoon,24,258,75,55,13,85582,3413,6466,23239,49892,2572
6455,2011,10,afternoon,25,646,174,45,120,97643,481,81066,11132,4353,611
6456,2011,10,afternoon,26,135,18,17,38,17733,61,16954,353,315,50
6457,2011,10,afternoon,27,166,47,17,67,20665,57,18862,728,878,140
6458,2011,10,afternoon,28,288,78,28,18,61768,9626,18772,6186,25876,1308
6459,2011,10,afternoon,29,220,53,15,70,35276,99,31397,2470,811,499
6460,2011,10,afternoon,3,135,29,12,8,55137,4854,11445,6402,30371,2065
6461,2011,10,afternoon,30,163,98,14,13,73826,181,8158,62928,2267,292
6462,2011,10,afternoon,31,98,51,11,8,34410,598,1117,27693,4617,385
6463,2011,10,afternoon,32,317,27,17,1,33442,5745,4131,2156,20378,1032
6464,2011,10,afternoon,33,48,9,3,1,22401,4450,5382,1393,10404,772
6465,2011,10,afternoon,34,42,22,4,2,14007,10347,1348,426,1521,365
6466,2011,10,afternoon,35,67,6,4,3,20323,2917,14365,485,2165,391
6467,2011,10,afternoon,36,18,1,2,1,6422,109,5946,209,142,16
6468,2011,10,afternoon,37,41,4,1,5,2457,0,2268,152,37,0
6469,2011,10,afternoon,38,134,40,11,11,22750,117,20624,574,719,716
6470,2011,10,afternoon,39,58,13,1,1,17601,1520,11916,667,2978,520
6471,2011,10,afternoon,4,72,47,9,2,40761,4480,1398,7184,26405,1294
6472,2011,10,afternoon,40,111,8,10,11,12081,9,11595,158,48,271
6473,2011,10,afternoon,41,65,19,4,10,26893,3244,8047,1891,12584,1127
6474,2011,10,afternoon,42,147,21,17,13,26446,814,22555,695,1885,497
6475,2011,10,afternoon,43,305,81,45,33,49155,115,45990,784,1084,1182
6476,2011,10,afternoon,44,188,72,33,28,31359,129,30297,287,388,258
6477,2011,10,afternoon,45,47,38,6,8,9813,59,9553,62,53,86
6478,2011,10,afternoon,46,175,70,19,49,28095,116,20818,6083,782,296
6479,2011,10,afternoon,47,4,8,5,3,2601,0,2601,0,0,0
6480,2011,10,afternoon,48,75,82,14,18,13732,5,12835,443,308,141
6481,2011,10,afternoon,49,271,86,24,52,42505,185,40846,450,557,467
6482,2011,10,afternoon,5,53,28,6,5,34623,1493,674,4987,26322,1147
6483,2011,10,afternoon,50,27,10,4,15,6501,34,5380,551,464,72
6484,2011,10,afternoon,51,66,32,18,13,15305,8,9971,4580,592,154
6485,2011,10,afternoon,52,43,58,2,8,23817,28,684,18992,4049,64
6486,2011,10,afternoon,53,143,74,17,32,27973,67,26123,1351,280,152
6487,2011,10,afternoon,54,43,7,13,2,7090,26,6676,278,77,33
6488,2011,10,afternoon,55,24,16,2,3,8952,0,566,4243,4078,65
6489,2011,10,afternoon,56,63,89,8,4,35632,422,1462,16618,16852,278
6490,2011,10,afternoon,57,35,33,9,2,13293,391,116,10126,2578,82
6491,2011,10,afternoon,58,84,47,17,11,44202,2955,677,37620,2844,106
6492,2011,10,afternoon,59,49,20,12,1,16336,3136,507,9612,2802,279
6493,2011,10,afternoon,6,178,49,48,1,98212,6764,3428,7125,78186,2709
6494,2011,10,afternoon,60,74,25,11,10,33939,11726,951,9558,10842,862
6495,2011,10,afternoon,61,201,63,14,49,41083,815,9832,24990,5094,352
6496,2011,10,afternoon,62,45,16,6,7,19192,303,262,15385,3235,7
6497,2011,10,afternoon,63,89,37,10,13,41202,350,1342,38009,1460,41
6498,2011,10,afternoon,64,29,87,13,2,24962,319,140,12361,11871,271
6499,2011,10,afternoon,65,75,27,6,44,32749,178,1067,26395,4989,120
6500,2011,10,afternoon,66,247,76,37,50,55551,529,26100,26377,1873,672
6501,2011,10,afternoon,67,310,81,48,86,32156,19,29955,1563,235,384
6502,2011,10,afternoon,68,225,59,17,63,26121,76,24810,682,199,354
6503,2011,10,afternoon,69,239,88,37,43,32346,22,31077,358,466,423
6504,2011,10,afternoon,7,147,51,23,3,66959,3806,3204,4418,53676,1855
6505,2011,10,afternoon,70,93,91,24,26,42752,284,20817,15455,5555,641
6506,2011,10,afternoon,71,284,129,52,40,45842,126,44402,689,231,394
6507,2011,10,afternoon,72,30,71,14,7,20815,101,7257,1414,11604,439
6508,2011,10,afternoon,73,122,117,25,14,27116,0,25968,287,351,510
6509,2011,10,afternoon,74,11,46,10,3,18783,383,664,1205,16289,242
6510,2011,10,afternoon,75,71,95,11,9,22908,54,15125,638,6546,545
6511,2011,10,afternoon,76,62,27,6,9,13483,1487,104,1150,10130,612
6512,2011,10,afternoon,77,81,41,31,3,54873,6340,7853,8918,29912,1850
6513,2011,10,afternoon,8,299,28,13,3,85711,9723,7910,4530,61334,2214
6514,2011,10,afternoon,9,7,18,8,1,11356,167,120,1063,9926,80
6515,2011,10,evening,1,138,34,17,3,54402,3501,13320,13135,22769,1677
6516,2011,10,evening,10,30,82,18,5,36083,1513,335,4272,29164,799
6517,2011,10,evening,11,41,42,6,4,27264,2444,250,6218,17761,591
6518,2011,10,evening,12,11,45,5,1,18437,2470,177,2204,13242,344
6519,2011,10,evening,13,27,23,10,1,18442,4541,473,3632,9358,438
6520,2011,10,evening,14,105,61,7,5,52079,8275,2215,25003,15349,1237
6521,2011,10,evening,15,108,200,19,7,64846,2918,812,27108,32643,1365
6522,2011,10,evening,16,116,74,16,2,56520,4641,1271,26359,22650,1599
6523,2011,10,evening,17,61,111,23,7,43025,1800,1035,11448,28340,402
6524,2011,10,evening,18,16,40,8,1,12973,611,575,8092,3615,80
6525,2011,10,evening,19,192,78,19,14,79210,1187,2485,63377,11298,863
6526,2011,10,evening,2,133,49,20,5,72211,16868,8110,12672,31978,2583
6527,2011,10,evening,20,53,8,3,9,25489,355,379,22491,1880,384
6528,2011,10,evening,21,93,50,19,7,39721,1305,842,24563,12327,684
6529,2011,10,evening,22,173,82,34,16,74549,2124,3452,34677,32784,1512
6530,2011,10,evening,23,314,100,37,44,55011,271,22481,28612,2958,689
6531,2011,10,evening,24,237,75,55,13,85582,3413,6466,23239,49892,2572
6532,2011,10,evening,25,639,174,45,120,97643,481,81066,11132,4353,611
6533,2011,10,evening,26,153,18,17,38,17733,61,16954,353,315,50
6534,2011,10,evening,27,153,47,17,67,20665,57,18862,728,878,140
6535,2011,10,evening,28,289,78,28,18,61768,9626,18772,6186,25876,1308
6536,2011,10,evening,29,275,53,15,70,35276,99,31397,2470,811,499
6537,2011,10,evening,3,166,29,12,8,55137,4854,11445,6402,30371,2065
6538,2011,10,evening,30,180,98,14,13,73826,181,8158,62928,2267,292
