,Year,month,time,Community,crime_count,Street_lights,Sanitation_request,building_abandon,Total,asian,Black,hispanic,white,other 
28939,2017,11,afternoon,26,123,40,10,5,17490,33,16705,362,277,113
28940,2017,11,afternoon,27,110,183,17,2,20234,80,18155,712,1079,208
28941,2017,11,afternoon,28,243,121,13,1,62560,10267,18559,6105,26071,1558
28942,2017,11,afternoon,29,246,73,11,14,35423,83,31112,2897,796,535
28943,2017,11,afternoon,3,86,41,15,10,56296,5773,10970,7468,30456,1629
28944,2017,11,afternoon,30,89,132,26,1,73983,201,8831,62126,2545,280
28945,2017,11,afternoon,31,56,178,12,2,32998,718,1258,25699,4955,368
28946,2017,11,afternoon,32,477,54,19,2,35010,6162,4003,2115,21691,1039
28947,2017,11,afternoon,33,58,24,2,3,23190,5375,5488,1243,10433,651
28948,2017,11,afternoon,34,36,15,1,3,13635,10278,1248,408,1572,129
28949,2017,11,afternoon,35,90,30,7,1,20559,2639,14460,649,2356,455
28950,2017,11,afternoon,36,22,4,2,2,6474,124,5949,240,125,36
28951,2017,11,afternoon,37,22,8,1,1,2377,0,2170,124,83,0
28952,2017,11,afternoon,38,93,9,15,2,22634,89,21054,373,570,548
28953,2017,11,afternoon,39,37,11,7,0,17074,1440,11690,503,2925,516
28954,2017,11,afternoon,4,54,78,9,0,41483,4608,1394,7284,26554,1643
28955,2017,11,afternoon,40,101,38,11,0,11868,14,11199,216,48,391
28956,2017,11,afternoon,41,36,72,2,0,26573,3249,7621,2101,12539,1063
28957,2017,11,afternoon,42,79,132,15,1,26024,797,21891,775,2062,499
28958,2017,11,afternoon,43,223,111,21,3,48552,124,45464,845,1326,793
28959,2017,11,afternoon,44,156,270,12,7,30946,93,29792,311,459,291
28960,2017,11,afternoon,45,39,51,6,3,9840,19,9617,68,37,99
28961,2017,11,afternoon,46,118,114,31,12,27601,16,20826,5810,672,277
28962,2017,11,afternoon,47,8,28,1,3,2442,0,2419,0,11,12
28963,2017,11,afternoon,48,28,131,17,1,13306,12,12566,465,161,102
28964,2017,11,afternoon,49,184,171,14,19,42327,169,40798,396,417,547
28965,2017,11,afternoon,5,30,87,20,16,34942,1563,713,4378,26996,1292
28966,2017,11,afternoon,50,35,17,16,2,6620,43,5474,335,633,135
28967,2017,11,afternoon,51,34,44,8,2,14635,1,9575,4139,781,139
28968,2017,11,afternoon,52,28,44,3,2,23013,66,562,18409,3938,38
28969,2017,11,afternoon,53,98,216,9,7,27572,70,25520,1488,281,213
28970,2017,11,afternoon,54,36,28,4,1,7382,26,6926,265,135,30
28971,2017,11,afternoon,55,16,40,2,0,9151,0,447,4582,4105,17
28972,2017,11,afternoon,56,37,121,16,1,35542,311,1431,17270,16214,316
28973,2017,11,afternoon,57,20,18,12,1,13259,441,79,10197,2482,60
28974,2017,11,afternoon,58,44,65,12,2,44231,3253,453,37468,2798,259
28975,2017,11,afternoon,59,20,33,3,5,16064,2918,145,10095,2660,246
28976,2017,11,afternoon,6,115,98,36,6,99876,6735,3320,8099,78859,2863
28977,2017,11,afternoon,60,30,45,6,6,32853,12214,863,8175,10982,619
28978,2017,11,afternoon,61,131,113,22,9,41178,993,9495,25278,5010,402
28979,2017,11,afternoon,62,20,56,3,6,19932,308,213,16566,2840,5
28980,2017,11,afternoon,63,58,96,7,2,40926,191,1352,37904,1432,47
28981,2017,11,afternoon,64,14,47,7,3,25200,361,340,12527,11672,300
28982,2017,11,afternoon,65,52,69,8,3,33595,193,1154,27169,5008,71
28983,2017,11,afternoon,66,120,145,18,7,54265,304,25023,26109,1973,856
28984,2017,11,afternoon,67,162,167,19,9,30798,6,28249,1890,244,409
28985,2017,11,afternoon,68,146,179,32,18,26020,62,24690,756,204,308
28986,2017,11,afternoon,69,173,178,35,8,32461,5,31301,387,431,337
28987,2017,11,afternoon,7,156,90,40,8,67260,4243,3134,4675,53151,2057
28988,2017,11,afternoon,70,76,144,7,5,43283,314,20721,16374,5044,830
28989,2017,11,afternoon,71,182,226,30,6,45770,153,44267,614,257,479
28990,2017,11,afternoon,72,21,172,8,4,20836,89,7047,1200,12043,457
28991,2017,11,afternoon,73,81,129,8,4,27055,8,25981,324,170,572
28992,2017,11,afternoon,74,17,50,1,4,19029,368,589,2090,15730,252
28993,2017,11,afternoon,75,64,118,7,3,23019,45,15252,805,6313,604
28994,2017,11,afternoon,76,51,8,9,3,12902,1407,231,1127,9475,662
28995,2017,11,afternoon,77,78,22,13,1,55430,6430,7592,9081,30615,1712
28996,2017,11,afternoon,8,421,120,20,0,86343,9906,7376,4627,62243,2191
28997,2017,11,afternoon,9,4,26,1,0,11150,241,148,752,9893,116
28998,2017,11,evening,1,115,38,15,0,55500,3205,14455,12383,23604,1853
28999,2017,11,evening,10,26,76,6,0,36002,1170,169,4202,29644,817
29000,2017,11,evening,11,27,43,11,0,26755,2597,274,6125,17155,604
29001,2017,11,evening,12,23,39,3,0,18631,1971,169,2439,13655,397
29002,2017,11,evening,13,33,7,6,0,18743,5121,448,3092,9642,440
29003,2017,11,evening,14,68,55,21,0,51575,7883,2337,24892,14932,1531
29004,2017,11,evening,15,107,137,20,0,64523,2946,863,27576,31778,1360
29005,2017,11,evening,16,72,96,25,1,55417,4579,1543,24733,22975,1587
29006,2017,11,evening,17,39,88,12,1,43444,1755,895,12559,27862,373
29007,2017,11,evening,18,13,16,4,9,12992,519,582,7585,4032,274
29008,2017,11,evening,19,101,68,23,13,78155,1336,2196,62968,10879,776
29009,2017,11,evening,2,84,78,16,8,73723,16641,8936,13366,31806,2974
29010,2017,11,evening,20,33,11,5,1,24450,384,502,21321,1900,343
29011,2017,11,evening,21,71,57,11,0,38191,1340,800,23368,11898,785
29012,2017,11,evening,22,138,179,32,1,74606,2234,3556,33868,33354,1594
29013,2017,11,evening,23,197,157,44,10,56248,305,20912,30847,3258,926
29014,2017,11,evening,24,225,224,52,4,84458,3373,6551,22477,49729,2328
29015,2017,11,evening,25,375,189,52,9,97611,475,79668,12270,4407,791
29016,2017,11,evening,26,135,40,10,5,17490,33,16705,362,277,113
29017,2017,11,evening,27,102,183,17,2,20234,80,18155,712,1079,208
29018,2017,11,evening,28,196,121,13,1,62560,10267,18559,6105,26071,1558
29019,2017,11,evening,29,241,73,11,14,35423,83,31112,2897,796,535
29020,2017,11,evening,3,71,41,15,10,56296,5773,10970,7468,30456,1629
29021,2017,11,evening,30,121,132,26,1,73983,201,8831,62126,2545,280
29022,2017,11,evening,31,66,178,12,2,32998,718,1258,25699,4955,368
29023,2017,11,evening,32,218,54,19,3,35010,6162,4003,2115,21691,1039
29024,2017,11,evening,33,48,24,2,3,23190,5375,5488,1243,10433,651
29025,2017,11,evening,34,26,15,1,2,13635,10278,1248,408,1572,129
29026,2017,11,evening,35,62,30,7,1,20559,2639,14460,649,2356,455
29027,2017,11,evening,36,12,4,2,1,6474,124,5949,240,125,36
29028,2017,11,evening,37,21,8,1,1,2377,0,2170,124,83,0
29029,2017,11,evening,38,95,9,15,2,22634,89,21054,373,570,548
29030,2017,11,evening,39,38,11,7,2,17074,1440,11690,503,2925,516
29031,2017,11,evening,4,59,78,9,2,41483,4608,1394,7284,26554,1643
29032,2017,11,evening,40,59,38,11,2,11868,14,11199,216,48,391
29033,2017,11,evening,41,34,72,2,2,26573,3249,7621,2101,12539,1063
29034,2017,11,evening,42,87,132,15,1,26024,797,21891,775,2062,499
29035,2017,11,evening,43,219,111,21,3,48552,124,45464,845,1326,793
29036,2017,11,evening,44,152,270,12,7,30946,93,29792,311,459,291
29037,2017,11,evening,45,26,51,6,3,9840,19,9617,68,37,99
29038,2017,11,evening,46,112,114,31,12,27601,16,20826,5810,672,277
29039,2017,11,evening,47,6,28,1,3,2442,0,2419,0,11,12
29040,2017,11,evening,48,39,131,17,1,13306,12,12566,465,161,102
29041,2017,11,evening,49,147,171,14,19,42327,169,40798,396,417,547
29042,2017,11,evening,5,23,87,20,16,34942,1563,713,4378,26996,1292
29043,2017,11,evening,50,17,17,18,2,6620,43,5474,335,633,135
29044,2017,11,evening,51,40,44,8,2,14635,1,9575,4139,781,139
29045,2017,11,evening,52,32,44,3,2,23013,66,562,18409,3938,38
29046,2017,11,evening,53,81,216,9,7,27572,70,25520,1488,281,213
29047,2017,11,evening,54,33,28,4,1,7382,26,6926,265,135,30
29048,2017,11,evening,55,12,40,2,0,9151,0,447,4582,4105,17
29049,2017,11,evening,56,55,121,16,1,35542,311,1431,17270,16214,316
29050,2017,11,evening,57,21,18,12,1,13259,441,79,10197,2482,60
29051,2017,11,evening,58,62,65,12,2,44231,3253,453,37468,2798,259
29052,2017,11,evening,59,14,33,3,5,16064,2918,145,10095,2660,246
29053,2017,11,evening,6,99,98,36,7,99876,6735,3320,8099,78859,2863
29054,2017,11,evening,60,31,45,6,9,32853,12214,863,8175,10982,619
29055,2017,11,evening,61,113,113,22,9,41178,993,9495,25278,5010,402
29056,2017,11,evening,62,25,56,3,6,19932,308,213,16566,2840,5
29057,2017,11,evening,63,51,96,7,2,40926,191,1352,37904,1432,47
29058,2017,11,evening,64,25,47,7,1,25200,361,340,12527,11672,300
29059,2017,11,evening,65,56,69,8,2,33595,193,1154,27169,5008,71
29060,2017,11,evening,66,127,145,18,7,54265,304,25023,26109,1973,856
29061,2017,11,evening,67,144,167,19,9,30798,6,28249,1890,244,409
29062,2017,11,evening,68,131,179,32,18,26020,62,24690,756,204,308
29063,2017,11,evening,69,162,178,35,8,32461,5,31301,387,431,337
29064,2017,11,evening,7,122,90,40,3,67260,4243,3134,4675,53151,2057
29065,2017,11,evening,70,59,144,7,4,43283,314,20721,16374,5044,830
29066,2017,11,evening,71,144,226,30,6,45770,153,44267,614,257,479
29067,2017,11,evening,72,24,172,8,6,20836,89,7047,1200,12043,457
29068,2017,11,evening,73,73,129,8,4,27055,8,25981,324,170,572
29069,2017,11,evening,74,14,50,1,4,19029,368,589,2090,15730,252
29070,2017,11,evening,75,48,118,7,3,23019,45,15252,805,6313,604
29071,2017,11,evening,76,35,8,9,1,12902,1407,231,1127,9475,662
29072,2017,11,evening,77,73,22,13,0,55430,6430,7592,9081,30615,1712
29073,2017,11,evening,8,278,120,20,0,86343,9906,7376,4627,62243,2191
29074,2017,11,evening,9,6,26,1,0,11150,241,148,752,9893,116
29075,2017,11,morning,1,74,38,15,0,55500,3205,14455,12383,23604,1853
29076,2017,11,morning,10,20,76,6,0,36002,1170,169,4202,29644,817
29077,2017,11,morning,11,12,43,11,0,26755,2597,274,6125,17155,604
29078,2017,11,morning,12,6,39,3,0,18631,1971,169,2439,13655,397
29079,2017,11,morning,13,31,7,6,0,18743,5121,448,3092,9642,440
29080,2017,11,morning,14,43,55,21,0,51575,7883,2337,24892,14932,1531
29081,2017,11,morning,15,76,137,20,0,64523,2946,863,27576,31778,1360
29082,2017,11,morning,16,42,96,25,1,55417,4579,1543,24733,22975,1587
29083,2017,11,morning,17,30,88,12,1,43444,1755,895,12559,27862,373
29084,2017,11,morning,18,13,16,4,9,12992,519,582,7585,4032,274
29085,2017,11,morning,19,71,68,23,13,78155,1336,2196,62968,10879,776
29086,2017,11,morning,2,65,78,16,8,73723,16641,8936,13366,31806,2974
29087,2017,11,morning,20,22,11,5,1,24450,384,502,21321,1900,343
29088,2017,11,morning,21,33,57,11,0,38191,1340,800,23368,11898,785
29089,2017,11,morning,22,65,179,32,1,74606,2234,3556,33868,33354,1594
29090,2017,11,morning,23,169,157,44,10,56248,305,20912,30847,3258,926
29091,2017,11,morning,24,101,224,52,4,84458,3373,6551,22477,49729,2328
29092,2017,11,morning,25,268,189,52,9,97611,475,79668,12270,4407,791
29093,2017,11,morning,26,86,40,10,5,17490,33,16705,362,277,113
29094,2017,11,morning,27,85,183,17,2,20234,80,18155,712,1079,208
29095,2017,11,morning,28,158,121,13,1,62560,10267,18559,6105,26071,1558
29096,2017,11,morning,29,158,73,11,14,35423,83,31112,2897,796,535
29097,2017,11,morning,3,56,41,15,10,56296,5773,10970,7468,30456,1629
29098,2017,11,morning,30,73,132,26,1,73983,201,8831,62126,2545,280
29099,2017,11,morning,31,43,178,12,2,32998,718,1258,25699,4955,368
29100,2017,11,morning,32,176,54,19,2,35010,6162,4003,2115,21691,1039
29101,2017,11,morning,33,37,24,2,3,23190,5375,5488,1243,10433,651
29102,2017,11,morning,34,24,15,1,3,13635,10278,1248,408,1572,129
29103,2017,11,morning,35,67,30,7,1,20559,2639,14460,649,2356,455
29104,2017,11,morning,36,11,4,2,2,6474,124,5949,240,125,36
29105,2017,11,morning,37,16,8,1,1,2377,0,2170,124,83,0
29106,2017,11,morning,38,103,9,15,2,22634,89,21054,373,570,548
29107,2017,11,morning,39,36,11,7,0,17074,1440,11690,503,2925,516
29108,2017,11,morning,4,29,78,9,0,41483,4608,1394,7284,26554,1643
29109,2017,11,morning,40,49,38,11,0,11868,14,11199,216,48,391
29110,2017,11,morning,41,34,72,2,0,26573,3249,7621,2101,12539,1063
29111,2017,11,morning,42,66,132,15,1,26024,797,21891,775,2062,499
29112,2017,11,morning,43,169,111,21,3,48552,124,45464,845,1326,793
29113,2017,11,morning,44,119,270,12,7,30946,93,29792,311,459,291
29114,2017,11,morning,45,20,51,6,3,9840,19,9617,68,37,99
29115,2017,11,morning,46,65,114,31,12,27601,16,20826,5810,672,277
29116,2017,11,morning,47,3,28,1,3,2442,0,2419,0,11,12
29117,2017,11,morning,48,22,131,17,1,13306,12,12566,465,161,102
29118,2017,11,morning,49,114,171,14,19,42327,169,40798,396,417,547
29119,2017,11,morning,5,26,87,20,16,34942,1563,713,4378,26996,1292
29120,2017,11,morning,50,23,17,17,2,6620,43,5474,335,633,135
29121,2017,11,morning,51,28,44,8,2,14635,1,9575,4139,781,139
29122,2017,11,morning,52,18,44,3,2,23013,66,562,18409,3938,38
29123,2017,11,morning,53,78,216,9,7,27572,70,25520,1488,281,213
29124,2017,11,morning,54,19,28,4,1,7382,26,6926,265,135,30
29125,2017,11,morning,55,12,40,2,1,9151,0,447,4582,4105,17
29126,2017,11,morning,56,28,121,16,1,35542,311,1431,17270,16214,316
29127,2017,11,morning,57,11,18,12,1,13259,441,79,10197,2482,60
29128,2017,11,morning,58,32,65,12,2,44231,3253,453,37468,2798,259
29129,2017,11,morning,59,11,33,3,5,16064,2918,145,10095,2660,246
29130,2017,11,morning,6,82,98,36,8,99876,6735,3320,8099,78859,2863
29131,2017,11,morning,60,22,45,6,10,32853,12214,863,8175,10982,619
29132,2017,11,morning,61,57,113,22,9,41178,993,9495,25278,5010,402
29133,2017,11,morning,62,13,56,3,5,19932,308,213,16566,2840,5
29134,2017,11,morning,63,34,96,7,2,40926,191,1352,37904,1432,47
29135,2017,11,morning,64,14,47,7,2,25200,361,340,12527,11672,300
29136,2017,11,morning,65,29,69,8,4,33595,193,1154,27169,5008,71
29137,2017,11,morning,66,97,145,18,7,54265,304,25023,26109,1973,856
29138,2017,11,morning,67,103,167,19,9,30798,6,28249,1890,244,409
29139,2017,11,morning,68,100,179,32,18,26020,62,24690,756,204,308
29140,2017,11,morning,69,123,178,35,8,32461,5,31301,387,431,337
29141,2017,11,morning,7,69,90,40,8,67260,4243,3134,4675,53151,2057
29142,2017,11,morning,70,47,144,7,6,43283,314,20721,16374,5044,830
29143,2017,11,morning,71,129,226,30,6,45770,153,44267,614,257,479
29144,2017,11,morning,72,17,172,8,4,20836,89,7047,1200,12043,457
29145,2017,11,morning,73,73,129,8,4,27055,8,25981,324,170,572
29146,2017,11,morning,74,11,50,1,4,19029,368,589,2090,15730,252
29147,2017,11,morning,75,47,118,7,3,23019,45,15252,805,6313,604
29148,2017,11,morning,76,29,8,9,4,12902,1407,231,1127,9475,662
29149,2017,11,morning,77,56,22,13,4,55430,6430,7592,9081,30615,1712
29150,2017,11,morning,8,162,120,20,4,86343,9906,7376,4627,62243,2191
29151,2017,11,morning,9,2,26,1,4,11150,241,148,752,9893,116
29152,2017,11,night,1,51,38,15,4,55500,3205,14455,12383,23604,1853
29153,2017,11,night,10,14,76,6,4,36002,1170,169,4202,29644,817
29154,2017,11,night,11,8,43,11,3,26755,2597,274,6125,17155,604
29155,2017,11,night,12,9,39,3,3,18631,1971,169,2439,13655,397
29156,2017,11,night,13,5,7,6,2,18743,5121,448,3092,9642,440
29157,2017,11,night,14,27,55,21,2,51575,7883,2337,24892,14932,1531
29158,2017,11,night,15,42,137,20,1,64523,2946,863,27576,31778,1360
29159,2017,11,night,16,35,96,25,1,55417,4579,1543,24733,22975,1587
29160,2017,11,night,17,18,88,12,1,43444,1755,895,12559,27862,373
29161,2017,11,night,18,3,16,4,8,12992,519,582,7585,4032,274
29162,2017,11,night,19,58,68,23,13,78155,1336,2196,62968,10879,776
29163,2017,11,night,2,46,78,16,9,73723,16641,8936,13366,31806,2974
29164,2017,11,night,20,23,11,5,1,24450,384,502,21321,1900,343
29165,2017,11,night,21,37,57,11,0,38191,1340,800,23368,11898,785
29166,2017,11,night,22,67,179,32,1,74606,2234,3556,33868,33354,1594
29167,2017,11,night,23,84,157,44,10,56248,305,20912,30847,3258,926
29168,2017,11,night,24,120,224,52,4,84458,3373,6551,22477,49729,2328
29169,2017,11,night,25,151,189,52,9,97611,475,79668,12270,4407,791
29170,2017,11,night,26,55,40,10,5,17490,33,16705,362,277,113
29171,2017,11,night,27,37,183,17,2,20234,80,18155,712,1079,208
29172,2017,11,night,28,113,121,13,1,62560,10267,18559,6105,26071,1558
29173,2017,11,night,29,95,73,11,14,35423,83,31112,2897,796,535
29174,2017,11,night,3,42,41,15,11,56296,5773,10970,7468,30456,1629
29175,2017,11,night,30,50,132,26,1,73983,201,8831,62126,2545,280
29176,2017,11,night,31,33,178,12,2,32998,718,1258,25699,4955,368
29177,2017,11,night,32,58,54,19,2,35010,6162,4003,2115,21691,1039
29178,2017,11,night,33,23,24,2,2,23190,5375,5488,1243,10433,651
29179,2017,11,night,34,23,15,1,3,13635,10278,1248,408,1572,129
29180,2017,11,night,35,32,30,7,1,20559,2639,14460,649,2356,455
29181,2017,11,night,36,9,4,2,2,6474,124,5949,240,125,36
29182,2017,11,night,37,9,8,1,1,2377,0,2170,124,83,0
29183,2017,11,night,38,46,9,15,2,22634,89,21054,373,570,548
29184,2017,11,night,39,12,11,7,0,17074,1440,11690,503,2925,516
29185,2017,11,night,4,25,78,9,0,41483,4608,1394,7284,26554,1643
29186,2017,11,night,40,34,38,11,0,11868,14,11199,216,48,391
29187,2017,11,night,41,21,72,2,0,26573,3249,7621,2101,12539,1063
29188,2017,11,night,42,46,132,15,1,26024,797,21891,775,2062,499
29189,2017,11,night,43,116,111,21,3,48552,124,45464,845,1326,793
29190,2017,11,night,44,67,270,12,7,30946,93,29792,311,459,291
29191,2017,11,night,45,11,51,6,3,9840,19,9617,68,37,99
29192,2017,11,night,46,46,114,31,12,27601,16,20826,5810,672,277
29193,2017,11,night,47,6,28,1,3,2442,0,2419,0,11,12
29194,2017,11,night,48,11,131,17,1,13306,12,12566,465,161,102
29195,2017,11,night,49,67,171,14,19,42327,169,40798,396,417,547
29196,2017,11,night,5,16,87,20,15,34942,1563,713,4378,26996,1292
29197,2017,11,night,50,3,17,16,2,6620,43,5474,335,633,135
29198,2017,11,night,51,15,44,8,2,14635,1,9575,4139,781,139
29199,2017,11,night,52,23,44,3,2,23013,66,562,18409,3938,38
29200,2017,11,night,53,37,216,9,7,27572,70,25520,1488,281,213
29201,2017,11,night,54,8,28,4,1,7382,26,6926,265,135,30
29202,2017,11,night,55,6,40,2,2,9151,0,447,4582,4105,17
29203,2017,11,night,56,23,121,16,1,35542,311,1431,17270,16214,316
29204,2017,11,night,57,6,18,12,1,13259,441,79,10197,2482,60
29205,2017,11,night,58,38,65,12,2,44231,3253,453,37468,2798,259
29206,2017,11,night,59,13,33,3,5,16064,2918,145,10095,2660,246
29207,2017,11,night,6,70,98,36,8,99876,6735,3320,8099,78859,2863
29208,2017,11,night,60,22,45,6,9,32853,12214,863,8175,10982,619
29209,2017,11,night,61,48,113,22,9,41178,993,9495,25278,5010,402
29210,2017,11,night,62,11,56,3,6,19932,308,213,16566,2840,5
29211,2017,11,night,63,26,96,7,2,40926,191,1352,37904,1432,47
29212,2017,11,night,64,10,47,7,1,25200,361,340,12527,11672,300
29213,2017,11,night,65,18,69,8,2,33595,193,1154,27169,5008,71
29214,2017,11,night,66,72,145,18,7,54265,304,25023,26109,1973,856
29215,2017,11,night,67,63,167,19,9,30798,6,28249,1890,244,409
29216,2017,11,night,68,81,179,32,18,26020,62,24690,756,204,308
29217,2017,11,night,69,83,178,35,8,32461,5,31301,387,431,337
29218,2017,11,night,7,52,90,40,3,67260,4243,3134,4675,53151,2057
29219,2017,11,night,70,24,144,7,4,43283,314,20721,16374,5044,830
29220,2017,11,night,71,65,226,30,6,45770,153,44267,614,257,479
29221,2017,11,night,72,7,172,8,6,20836,89,7047,1200,12043,457
29222,2017,11,night,73,29,129,8,4,27055,8,25981,324,170,572
29223,2017,11,night,74,7,50,1,4,19029,368,589,2090,15730,252
29224,2017,11,night,75,18,118,7,3,23019,45,15252,805,6313,604
29225,2017,11,night,76,17,8,9,2,12902,1407,231,1127,9475,662
29226,2017,11,night,77,27,22,13,2,55430,6430,7592,9081,30615,1712
29227,2017,11,night,8,179,120,20,1,86343,9906,7376,4627,62243,2191
29228,2017,11,night,9,3,26,1,1,11150,241,148,752,9893,116
29229,2017,12,afternoon,1,96,22,8,1,55500,3205,14455,12383,23604,1853
29230,2017,12,afternoon,10,35,56,12,1,36002,1170,169,4202,29644,817
29231,2017,12,afternoon,11,26,49,12,1,26755,2597,274,6125,17155,604
29232,2017,12,afternoon,12,19,18,6,1,18631,1971,169,2439,13655,397
29233,2017,12,afternoon,13,27,34,1,1,18743,5121,448,3092,9642,440
29234,2017,12,afternoon,14,70,28,6,2,51575,7883,2337,24892,14932,1531
29235,2017,12,afternoon,15,72,126,11,1,64523,2946,863,27576,31778,1360
29236,2017,12,afternoon,16,53,58,25,2,55417,4579,1543,24733,22975,1587
29237,2017,12,afternoon,17,35,138,13,1,43444,1755,895,12559,27862,373
29238,2017,12,afternoon,18,13,10,2,2,12992,519,582,7585,4032,274
29239,2017,12,afternoon,19,123,50,12,3,78155,1336,2196,62968,10879,776
29240,2017,12,afternoon,2,96,73,25,2,73723,16641,8936,13366,31806,2974
29241,2017,12,afternoon,20,30,22,13,1,24450,384,502,21321,1900,343
29242,2017,12,afternoon,21,57,36,11,1,38191,1340,800,23368,11898,785
29243,2017,12,afternoon,22,107,78,33,1,74606,2234,3556,33868,33354,1594
29244,2017,12,afternoon,23,191,123,24,2,56248,305,20912,30847,3258,926
29245,2017,12,afternoon,24,183,143,41,1,84458,3373,6551,22477,49729,2328
29246,2017,12,afternoon,25,385,279,26,10,97611,475,79668,12270,4407,791
29247,2017,12,afternoon,26,97,49,13,6,17490,33,16705,362,277,113
29248,2017,12,afternoon,27,93,108,20,9,20234,80,18155,712,1079,208
29249,2017,12,afternoon,28,240,121,28,3,62560,10267,18559,6105,26071,1558
29250,2017,12,afternoon,29,229,88,14,2,35423,83,31112,2897,796,535
29251,2017,12,afternoon,3,96,23,12,2,56296,5773,10970,7468,30456,1629
29252,2017,12,afternoon,30,127,145,19,2,73983,201,8831,62126,2545,280
29253,2017,12,afternoon,31,58,96,12,2,32998,718,1258,25699,4955,368
29254,2017,12,afternoon,32,472,23,7,1,35010,6162,4003,2115,21691,1039
29255,2017,12,afternoon,33,39,22,2,1,23190,5375,5488,1243,10433,651
29256,2017,12,afternoon,34,20,11,1,1,13635,10278,1248,408,1572,129
29257,2017,12,afternoon,35,64,16,1,1,20559,2639,14460,649,2356,455
29258,2017,12,afternoon,36,13,5,3,1,6474,124,5949,240,125,36
29259,2017,12,afternoon,37,18,2,10,2,2377,0,2170,124,83,0
29260,2017,12,afternoon,38,81,23,13,1,22634,89,21054,373,570,548
29261,2017,12,afternoon,39,48,14,3,2,17074,1440,11690,503,2925,516
29262,2017,12,afternoon,4,55,37,7,2,41483,4608,1394,7284,26554,1643
29263,2017,12,afternoon,40,66,12,3,2,11868,14,11199,216,48,391
29264,2017,12,afternoon,41,46,45,5,3,26573,3249,7621,2101,12539,1063
29265,2017,12,afternoon,42,103,34,9,3,26024,797,21891,775,2062,499
29266,2017,12,afternoon,43,207,127,29,10,48552,124,45464,845,1326,793
29267,2017,12,afternoon,44,170,212,18,5,30946,93,29792,311,459,291
29268,2017,12,afternoon,45,39,14,7,5,9840,19,9617,68,37,99
29269,2017,12,afternoon,46,95,103,33,14,27601,16,20826,5810,672,277
29270,2017,12,afternoon,47,10,9,23,8,2442,0,2419,0,11,12
29271,2017,12,afternoon,48,36,37,4,2,13306,12,12566,465,161,102
29272,2017,12,afternoon,49,183,94,15,12,42327,169,40798,396,417,547
29273,2017,12,afternoon,5,36,61,17,8,34942,1563,713,4378,26996,1292
29274,2017,12,afternoon,50,29,5,11,1,6620,43,5474,335,633,135
29275,2017,12,afternoon,51,65,58,5,4,14635,1,9575,4139,781,139
29276,2017,12,afternoon,52,30,48,2,1,23013,66,562,18409,3938,38
29277,2017,12,afternoon,53,84,77,15,6,27572,70,25520,1488,281,213
29278,2017,12,afternoon,54,27,4,2,1,7382,26,6926,265,135,30
29279,2017,12,afternoon,55,13,42,3,1,9151,0,447,4582,4105,17
29280,2017,12,afternoon,56,59,98,11,1,35542,311,1431,17270,16214,316
29281,2017,12,afternoon,57,26,15,14,0,13259,441,79,10197,2482,60
29282,2017,12,afternoon,58,66,48,15,1,44231,3253,453,37468,2798,259
29283,2017,12,afternoon,59,24,23,20,7,16064,2918,145,10095,2660,246
29284,2017,12,afternoon,6,156,118,21,11,99876,6735,3320,8099,78859,2863
29285,2017,12,afternoon,60,40,34,10,11,32853,12214,863,8175,10982,619
29286,2017,12,afternoon,61,127,48,7,10,41178,993,9495,25278,5010,402
29287,2017,12,afternoon,62,31,27,3,1,19932,308,213,16566,2840,5
29288,2017,12,afternoon,63,57,36,5,1,40926,191,1352,37904,1432,47
29289,2017,12,afternoon,64,14,89,4,1,25200,361,340,12527,11672,300
29290,2017,12,afternoon,65,61,74,3,0,33595,193,1154,27169,5008,71
29291,2017,12,afternoon,66,126,121,17,4,54265,304,25023,26109,1973,856
29292,2017,12,afternoon,67,166,77,18,17,30798,6,28249,1890,244,409
29293,2017,12,afternoon,68,113,81,13,14,26020,62,24690,756,204,308
29294,2017,12,afternoon,69,145,76,21,9,32461,5,31301,387,431,337
29295,2017,12,afternoon,7,129,81,41,9,67260,4243,3134,4675,53151,2057
29296,2017,12,afternoon,70,47,120,13,11,43283,314,20721,16374,5044,830
29297,2017,12,afternoon,71,197,92,23,9,45770,153,44267,614,257,479
29298,2017,12,afternoon,72,23,81,11,1,20836,89,7047,1200,12043,457
29299,2017,12,afternoon,73,66,199,5,1,27055,8,25981,324,170,572
29300,2017,12,afternoon,74,12,58,6,1,19029,368,589,2090,15730,252
29301,2017,12,afternoon,75,56,73,1,3,23019,45,15252,805,6313,604
29302,2017,12,afternoon,76,30,5,1,2,12902,1407,231,1127,9475,662
29303,2017,12,afternoon,77,60,26,12,2,55430,6430,7592,9081,30615,1712
29304,2017,12,afternoon,8,460,30,15,2,86343,9906,7376,4627,62243,2191
29305,2017,12,afternoon,9,3,3,3,2,11150,241,148,752,9893,116
29306,2017,12,evening,1,95,22,8,2,55500,3205,14455,12383,23604,1853
29307,2017,12,evening,10,32,56,12,2,36002,1170,169,4202,29644,817
29308,2017,12,evening,11,31,49,12,1,26755,2597,274,6125,17155,604
29309,2017,12,evening,12,14,18,6,2,18631,1971,169,2439,13655,397
29310,2017,12,evening,13,20,34,1,2,18743,5121,448,3092,9642,440
29311,2017,12,evening,14,72,28,6,2,51575,7883,2337,24892,14932,1531
29312,2017,12,evening,15,81,126,11,1,64523,2946,863,27576,31778,1360
